descricao_projeto,tipo_projeto,departamento,duracao_meses,orcamento,complexidade,recursos_disponiveis,metodologia,risco,entregas,tamanho_equipe,data_inicio,sucesso
Construção de dashboard de vendas,Construção,RH,13,958776.18,Baixa,1,Waterfall,Alto,6,20,2021-05-01,1
Integração de sistemas,Marketing,Marketing,32,847794.83,Alta,2,Kanban,Médio,8,7,2024-11-09,1
Campanha de marketing digital,Infraestrutura,TI,31,944549.37,Média,0,Kanban,Médio,5,36,2023-11-28,1
Automatização de processos,Marketing,Financeiro,2,816012.53,Média,0,Agile,Baixo,4,8,2024-09-26,0
Treinamento de equipe,Construção,RH,7,387013.39,Média,2,XP,Alto,7,27,2023-10-05,0
Construção de dashboard de vendas,Marketing,Operações,11,821442.98,Alta,2,Agile,Baixo,5,6,2023-07-14,0
Pesquisa de satisfação do cliente,Infraestrutura,Financeiro,11,926769.96,Média,1,Agile,Médio,8,24,2022-10-07,1
Automatização de processos,Construção,RH,23,949684.0,Baixa,2,Scrum,Alto,7,36,2022-12-15,1
Treinamento de equipe,Construção,TI,31,699037.96,Média,1,Agile,Baixo,5,5,2023-05-10,1
Análise de dados financeiros,Marketing,TI,8,250798.31,Alta,1,XP,Médio,8,20,2021-01-21,0
Treinamento de equipe,Construção,Financeiro,32,87742.7,Média,1,Agile,Baixo,1,20,2021-08-30,0
Treinamento de equipe,Marketing,RH,21,189840.22,Alta,0,Kanban,Baixo,8,40,2022-03-31,0
Automatização de processos,Pesquisa,Operações,31,967269.57,Alta,1,XP,Médio,3,34,2023-08-21,1
Campanha de marketing digital,Construção,Operações,1,488991.98,Média,2,Kanban,Baixo,1,39,2022-09-13,0
Automatização de processos,Marketing,Marketing,13,862236.71,Média,0,Scrum,Médio,9,10,2021-10-30,0
Implementação de CRM,Pesquisa,Financeiro,11,491791.95,Média,0,Scrum,Baixo,6,3,2023-03-14,0
Migração de banco de dados,Construção,RH,29,677776.7,Média,1,XP,Médio,8,34,2023-08-22,1
Campanha de marketing digital,Pesquisa,Financeiro,4,72933.74,Média,0,Waterfall,Baixo,10,35,2021-03-10,0
Pesquisa de satisfação do cliente,Construção,Operações,36,287371.7,Média,2,Waterfall,Médio,4,37,2024-02-27,1
Campanha de marketing digital,Infraestrutura,RH,15,464455.82,Média,0,XP,Baixo,2,38,2021-07-15,0
Integração de sistemas,Infraestrutura,TI,3,649099.49,Média,1,XP,Alto,6,23,2021-05-20,0
Pesquisa de satisfação do cliente,Marketing,TI,29,212945.13,Média,1,Kanban,Médio,2,37,2021-10-10,0
Análise de dados financeiros,Software,RH,21,776323.89,Média,2,Scrum,Médio,1,21,2021-11-08,1
Automatização de processos,Infraestrutura,Financeiro,2,396184.47,Média,1,XP,Alto,7,27,2023-01-16,0
Treinamento de equipe,Software,Financeiro,6,826563.51,Média,1,Agile,Baixo,7,1,2021-10-04,0
Automatização de processos,Pesquisa,TI,31,143070.64,Alta,2,Kanban,Baixo,6,9,2021-03-02,0
Integração de sistemas,Pesquisa,TI,24,695768.76,Média,0,Scrum,Baixo,2,3,2024-09-04,0
Construção de dashboard de vendas,Software,Operações,17,328661.92,Baixa,1,Kanban,Baixo,5,38,2021-02-21,1
Integração de sistemas,Marketing,RH,5,805614.02,Média,2,Scrum,Alto,1,36,2021-06-02,1
Implementação de CRM,Construção,Financeiro,2,432061.91,Baixa,1,Agile,Baixo,2,34,2024-08-27,0
Treinamento de equipe,Software,Operações,12,682082.15,Média,2,Scrum,Alto,5,30,2022-06-28,1
Treinamento de equipe,Software,Financeiro,5,937590.01,Baixa,0,Kanban,Médio,5,31,2022-07-21,1
Desenvolvimento de aplicativo móvel,Software,TI,20,69595.3,Alta,0,Scrum,Baixo,7,30,2024-11-13,0
Construção de dashboard de vendas,Software,RH,8,60560.94,Baixa,0,Kanban,Alto,5,16,2022-09-14,0
Desenvolvimento de aplicativo móvel,Software,Marketing,1,781765.29,Média,2,XP,Alto,6,29,2024-04-15,1
Análise de dados financeiros,Marketing,RH,6,664073.4,Baixa,2,Agile,Alto,2,6,2024-10-17,1
Migração de banco de dados,Infraestrutura,Marketing,11,328330.73,Alta,1,Kanban,Médio,5,14,2021-11-10,0
Migração de banco de dados,Construção,Operações,3,519676.87,Média,1,Waterfall,Baixo,8,10,2023-03-18,0
Automatização de processos,Infraestrutura,Marketing,31,89838.88,Alta,0,Waterfall,Baixo,1,24,2023-04-28,0
Migração de banco de dados,Software,Marketing,28,232823.33,Média,1,Scrum,Médio,10,36,2021-04-07,0
Treinamento de equipe,Infraestrutura,Operações,5,453271.56,Média,1,XP,Baixo,7,24,2023-05-31,0
Integração de sistemas,Marketing,RH,26,842342.2,Alta,2,XP,Médio,8,7,2024-05-21,1
Construção de dashboard de vendas,Pesquisa,Operações,16,505683.82,Baixa,2,Waterfall,Médio,5,37,2023-04-09,1
Automatização de processos,Infraestrutura,TI,31,607044.38,Média,2,Scrum,Baixo,4,40,2021-05-17,1
Automatização de processos,Construção,TI,28,880066.1,Baixa,1,XP,Médio,1,38,2023-10-27,1
Construção de dashboard de vendas,Marketing,Marketing,7,343377.97,Média,2,XP,Alto,9,25,2023-10-08,0
Treinamento de equipe,Pesquisa,Operações,9,715664.36,Alta,2,Scrum,Baixo,2,34,2021-04-19,0
Análise de dados financeiros,Marketing,Operações,35,868583.9,Alta,1,Kanban,Baixo,5,1,2022-07-01,0
Análise de dados financeiros,Software,Operações,27,242484.92,Baixa,1,Waterfall,Baixo,7,28,2023-11-29,1
Automatização de processos,Pesquisa,RH,12,388654.26,Média,1,XP,Baixo,8,29,2022-10-24,0
Análise de dados financeiros,Construção,Financeiro,25,980819.67,Média,1,Kanban,Baixo,10,32,2022-03-01,1
Treinamento de equipe,Pesquisa,Financeiro,29,984057.64,Baixa,2,Kanban,Baixo,4,5,2022-09-22,1
Implementação de CRM,Construção,Financeiro,31,262068.43,Baixa,1,Kanban,Baixo,10,34,2021-09-18,1
Implementação de CRM,Software,RH,34,113123.55,Média,2,Kanban,Médio,1,26,2024-12-20,0
Desenvolvimento de aplicativo móvel,Construção,Operações,33,307375.53,Alta,0,Agile,Baixo,7,13,2021-03-28,0
Campanha de marketing digital,Marketing,Financeiro,27,427845.36,Média,2,Agile,Baixo,10,12,2022-04-10,0
Pesquisa de satisfação do cliente,Infraestrutura,Operações,2,468955.32,Média,2,Scrum,Alto,9,22,2021-03-17,0
Migração de banco de dados,Marketing,Marketing,14,637865.99,Média,1,Waterfall,Médio,1,9,2022-04-16,0
Análise de dados financeiros,Marketing,Financeiro,13,904527.62,Média,2,Scrum,Baixo,1,6,2022-02-18,1
Implementação de CRM,Pesquisa,Marketing,24,363830.61,Alta,1,Agile,Alto,7,36,2023-04-05,0
Integração de sistemas,Software,RH,5,857485.31,Média,1,Scrum,Baixo,9,10,2023-06-14,0
Construção de dashboard de vendas,Infraestrutura,TI,34,138804.97,Baixa,1,Scrum,Baixo,5,37,2022-12-27,1
Campanha de marketing digital,Construção,RH,23,89780.96,Média,1,Kanban,Alto,4,32,2022-04-02,0
Desenvolvimento de aplicativo móvel,Pesquisa,RH,19,528842.92,Alta,2,XP,Baixo,6,4,2024-08-01,0
Pesquisa de satisfação do cliente,Software,RH,30,106679.11,Média,0,Agile,Alto,9,4,2024-06-16,0
Implementação de CRM,Infraestrutura,Financeiro,16,422865.31,Média,1,Agile,Alto,2,13,2022-10-15,0
Desenvolvimento de aplicativo móvel,Marketing,Marketing,34,901939.21,Baixa,2,Scrum,Baixo,5,16,2022-11-03,1
Campanha de marketing digital,Software,Financeiro,11,279408.88,Baixa,0,XP,Baixo,4,26,2024-10-27,0
Construção de dashboard de vendas,Software,TI,14,720676.99,Alta,0,Scrum,Baixo,3,33,2022-05-10,0
Migração de banco de dados,Software,RH,15,337247.12,Média,1,Waterfall,Baixo,5,4,2023-12-05,0
Implementação de CRM,Marketing,Operações,35,92674.05,Média,1,Agile,Alto,7,26,2024-11-25,0
Construção de dashboard de vendas,Construção,TI,7,578856.05,Média,0,Kanban,Médio,3,9,2024-06-24,0
Pesquisa de satisfação do cliente,Pesquisa,Marketing,29,843110.82,Alta,0,Kanban,Baixo,3,11,2022-08-20,0
Análise de dados financeiros,Construção,TI,22,438995.03,Baixa,0,Kanban,Médio,6,5,2022-03-26,0
Campanha de marketing digital,Infraestrutura,Financeiro,23,636429.14,Alta,1,Agile,Baixo,5,38,2022-04-30,1
Pesquisa de satisfação do cliente,Pesquisa,Operações,24,905022.42,Média,1,Agile,Baixo,3,32,2022-10-08,1
Migração de banco de dados,Infraestrutura,Financeiro,35,800209.79,Alta,2,Kanban,Baixo,1,29,2022-09-12,1
Construção de dashboard de vendas,Marketing,RH,10,234182.58,Alta,1,Agile,Médio,10,38,2023-11-08,0
Treinamento de equipe,Construção,RH,8,746714.76,Média,2,Kanban,Baixo,2,40,2022-10-24,1
Migração de banco de dados,Software,TI,12,526798.37,Baixa,2,Waterfall,Médio,3,28,2023-01-28,1
Automatização de processos,Pesquisa,RH,29,758668.47,Baixa,2,Waterfall,Baixo,4,24,2021-10-16,1
Implementação de CRM,Software,RH,29,519789.77,Média,1,Waterfall,Médio,5,19,2024-12-08,1
Análise de dados financeiros,Infraestrutura,Marketing,23,171560.26,Baixa,2,Scrum,Baixo,10,1,2022-12-22,0
Campanha de marketing digital,Software,Marketing,26,591413.97,Baixa,2,Scrum,Baixo,9,5,2022-09-30,1
Integração de sistemas,Software,Financeiro,32,517527.29,Baixa,1,XP,Médio,4,23,2021-08-23,1
Construção de dashboard de vendas,Marketing,Financeiro,6,542025.65,Média,0,XP,Médio,9,19,2022-02-20,0
Treinamento de equipe,Marketing,Marketing,8,884957.33,Baixa,1,XP,Baixo,5,2,2023-07-27,1
Integração de sistemas,Construção,TI,17,900095.19,Alta,0,Waterfall,Médio,3,2,2022-05-14,0
Implementação de CRM,Infraestrutura,Marketing,12,480860.25,Alta,1,Waterfall,Baixo,7,9,2023-09-01,0
Implementação de CRM,Marketing,Financeiro,22,482945.44,Média,1,Waterfall,Médio,8,18,2022-09-26,0
Campanha de marketing digital,Marketing,Operações,14,539427.61,Média,1,Agile,Médio,9,16,2023-10-17,0
Treinamento de equipe,Construção,RH,34,543609.81,Média,2,Agile,Alto,9,39,2021-04-25,1
Implementação de CRM,Pesquisa,Operações,19,952867.79,Média,1,Waterfall,Médio,6,9,2023-07-21,1
Integração de sistemas,Construção,Operações,6,666930.44,Média,1,Kanban,Baixo,9,23,2022-11-05,0
Treinamento de equipe,Software,RH,18,313584.15,Média,1,XP,Alto,3,33,2024-06-11,0
Integração de sistemas,Software,Marketing,36,554959.96,Média,1,Scrum,Médio,2,38,2023-11-01,1
Migração de banco de dados,Marketing,TI,15,645862.4,Média,1,XP,Alto,5,34,2021-07-25,1
Pesquisa de satisfação do cliente,Marketing,Operações,9,657783.13,Média,2,Kanban,Baixo,7,26,2021-09-04,1
Treinamento de equipe,Construção,TI,6,605991.51,Média,1,Agile,Médio,7,17,2023-01-28,0
Desenvolvimento de aplicativo móvel,Construção,Financeiro,2,218849.35,Baixa,1,Waterfall,Médio,6,14,2024-02-25,0
Pesquisa de satisfação do cliente,Infraestrutura,Operações,16,81913.53,Média,1,Agile,Médio,3,13,2021-05-27,0
Pesquisa de satisfação do cliente,Software,Financeiro,1,370950.9,Média,2,Agile,Alto,6,22,2021-04-28,0
Treinamento de equipe,Construção,Marketing,30,456146.05,Média,2,Kanban,Médio,1,18,2024-11-06,1
Análise de dados financeiros,Pesquisa,Operações,33,108714.03,Média,1,Agile,Médio,3,20,2022-02-16,0
Implementação de CRM,Infraestrutura,Financeiro,1,824218.97,Alta,1,Agile,Baixo,2,30,2021-12-29,0
Migração de banco de dados,Construção,Financeiro,16,376873.57,Baixa,2,XP,Baixo,4,35,2021-05-17,1
Análise de dados financeiros,Marketing,Marketing,17,917951.11,Média,2,XP,Baixo,8,33,2024-04-13,1
Análise de dados financeiros,Construção,TI,18,196689.6,Média,1,Kanban,Baixo,3,17,2024-08-05,0
Desenvolvimento de aplicativo móvel,Marketing,TI,22,104088.21,Média,0,Waterfall,Baixo,6,35,2023-08-16,0
Construção de dashboard de vendas,Marketing,Operações,22,508200.3,Média,1,XP,Baixo,10,12,2021-01-19,0
Treinamento de equipe,Software,Marketing,35,229672.87,Alta,1,Agile,Médio,1,2,2021-07-14,0
Integração de sistemas,Software,Operações,31,940529.31,Baixa,1,Scrum,Médio,4,34,2021-11-26,1
Implementação de CRM,Construção,TI,27,59788.23,Alta,0,XP,Médio,5,12,2021-06-24,0
Análise de dados financeiros,Construção,Marketing,36,441988.69,Alta,0,Scrum,Médio,5,26,2023-09-29,0
Migração de banco de dados,Pesquisa,RH,4,930410.38,Média,1,Waterfall,Médio,1,32,2022-03-25,1
Construção de dashboard de vendas,Infraestrutura,Marketing,5,415197.3,Média,2,Agile,Baixo,9,21,2023-08-04,0
Desenvolvimento de aplicativo móvel,Infraestrutura,Marketing,25,138453.82,Média,2,XP,Alto,5,5,2024-10-09,0
Automatização de processos,Construção,RH,31,337750.2,Média,1,Waterfall,Baixo,9,28,2021-05-21,0
Implementação de CRM,Software,Financeiro,14,523109.87,Alta,2,Kanban,Alto,7,23,2023-01-28,0
Automatização de processos,Pesquisa,Financeiro,30,225894.1,Baixa,1,Waterfall,Médio,5,32,2023-07-19,1
Pesquisa de satisfação do cliente,Infraestrutura,Financeiro,12,493233.62,Baixa,1,Kanban,Baixo,9,5,2021-04-03,0
Análise de dados financeiros,Construção,TI,27,844526.04,Baixa,0,Kanban,Baixo,5,35,2021-08-27,1
Campanha de marketing digital,Software,Marketing,24,878987.07,Média,2,XP,Baixo,10,6,2021-07-24,1
Implementação de CRM,Software,RH,30,96797.7,Baixa,2,Scrum,Baixo,9,19,2022-07-14,0
Integração de sistemas,Software,TI,18,202858.19,Alta,2,Kanban,Baixo,5,40,2024-12-27,0
Construção de dashboard de vendas,Marketing,RH,14,311525.63,Média,1,Agile,Médio,1,6,2021-09-02,0
Migração de banco de dados,Software,TI,19,615122.56,Alta,2,XP,Baixo,7,14,2023-04-12,0
Implementação de CRM,Construção,TI,22,392945.02,Baixa,2,Kanban,Médio,5,3,2024-09-02,0
Integração de sistemas,Pesquisa,TI,26,851838.87,Média,1,XP,Alto,5,11,2023-07-14,1
Treinamento de equipe,Construção,RH,7,730838.27,Baixa,2,Agile,Médio,6,39,2021-10-22,1
Automatização de processos,Software,Operações,28,145433.22,Baixa,1,XP,Baixo,6,24,2022-10-02,1
Treinamento de equipe,Pesquisa,TI,5,643329.63,Média,2,XP,Baixo,7,18,2023-05-06,0
Construção de dashboard de vendas,Infraestrutura,Financeiro,36,157361.99,Alta,0,Kanban,Baixo,8,31,2024-07-29,0
Desenvolvimento de aplicativo móvel,Infraestrutura,Marketing,18,292283.89,Média,0,Waterfall,Médio,1,10,2021-01-17,0
Análise de dados financeiros,Construção,Operações,14,218977.1,Média,2,XP,Médio,10,26,2021-03-12,0
Implementação de CRM,Pesquisa,Operações,23,214408.85,Média,0,Kanban,Médio,3,29,2024-07-16,0
Campanha de marketing digital,Construção,RH,14,635575.75,Baixa,0,Agile,Baixo,6,2,2024-09-10,0
Automatização de processos,Pesquisa,Operações,32,585424.68,Média,1,Agile,Baixo,1,30,2021-11-01,1
Automatização de processos,Pesquisa,RH,5,217226.75,Baixa,2,Waterfall,Alto,5,39,2023-10-28,1
Implementação de CRM,Construção,RH,22,990664.17,Alta,1,Agile,Médio,5,10,2024-08-30,1
Pesquisa de satisfação do cliente,Pesquisa,Financeiro,28,450744.9,Média,2,Kanban,Alto,10,12,2023-03-28,1
Treinamento de equipe,Software,TI,12,142215.86,Média,2,Waterfall,Alto,9,20,2024-02-01,0
Automatização de processos,Pesquisa,Operações,18,164540.57,Média,1,Kanban,Alto,2,19,2023-04-01,0
Integração de sistemas,Pesquisa,TI,36,604699.03,Baixa,1,Waterfall,Baixo,7,6,2021-07-12,1
Migração de banco de dados,Construção,TI,31,980115.93,Média,0,Waterfall,Baixo,9,23,2022-06-13,1
Análise de dados financeiros,Infraestrutura,TI,13,593353.55,Alta,1,Kanban,Baixo,8,19,2021-06-20,0
Automatização de processos,Marketing,RH,20,951589.4,Alta,1,Waterfall,Alto,1,31,2021-09-08,1
Integração de sistemas,Pesquisa,TI,36,471926.21,Baixa,0,Kanban,Baixo,1,33,2024-11-11,1
Construção de dashboard de vendas,Marketing,Operações,7,464049.05,Baixa,1,Agile,Médio,2,2,2024-05-15,0
Construção de dashboard de vendas,Pesquisa,RH,23,525006.99,Média,1,Agile,Alto,1,15,2022-06-25,0
Análise de dados financeiros,Construção,Operações,34,712554.19,Alta,2,XP,Alto,8,11,2022-02-20,1
Pesquisa de satisfação do cliente,Construção,RH,32,399235.17,Alta,1,Scrum,Médio,7,26,2023-03-05,0
Campanha de marketing digital,Pesquisa,Marketing,21,870691.73,Média,2,Scrum,Baixo,6,18,2024-11-04,1
Análise de dados financeiros,Construção,Marketing,6,77817.32,Média,0,Agile,Baixo,2,1,2024-03-13,0
Desenvolvimento de aplicativo móvel,Construção,Marketing,16,467775.99,Alta,0,XP,Médio,9,32,2021-01-25,0
Pesquisa de satisfação do cliente,Pesquisa,Marketing,35,535442.26,Baixa,1,Scrum,Alto,1,4,2022-10-30,1
Automatização de processos,Infraestrutura,RH,20,626680.63,Alta,0,Kanban,Alto,1,22,2024-01-02,0
Análise de dados financeiros,Pesquisa,TI,11,312268.32,Baixa,2,Kanban,Baixo,2,36,2022-09-24,1
Treinamento de equipe,Infraestrutura,Financeiro,32,456105.97,Média,1,Waterfall,Baixo,7,29,2024-01-22,1
Construção de dashboard de vendas,Construção,Financeiro,14,510310.86,Baixa,1,Scrum,Médio,10,36,2022-05-20,1
Integração de sistemas,Infraestrutura,Marketing,24,702564.48,Média,1,Kanban,Médio,1,33,2021-12-02,1
Análise de dados financeiros,Construção,TI,31,784866.98,Alta,1,Scrum,Baixo,3,39,2022-03-01,1
Treinamento de equipe,Infraestrutura,Operações,17,750935.96,Média,1,Waterfall,Baixo,10,14,2022-05-14,1
Pesquisa de satisfação do cliente,Infraestrutura,TI,25,374503.9,Baixa,0,Agile,Alto,8,37,2024-10-19,1
Desenvolvimento de aplicativo móvel,Pesquisa,Operações,9,999478.0,Baixa,0,XP,Alto,7,5,2023-08-05,1
Integração de sistemas,Infraestrutura,Financeiro,22,856232.05,Média,1,Waterfall,Médio,8,22,2022-09-22,1
Migração de banco de dados,Construção,TI,35,297022.2,Média,0,Waterfall,Médio,6,5,2024-05-07,0
Desenvolvimento de aplicativo móvel,Pesquisa,TI,17,235350.52,Média,2,Waterfall,Baixo,8,37,2022-12-19,0
Automatização de processos,Infraestrutura,Financeiro,28,348320.19,Baixa,1,XP,Médio,5,38,2024-12-07,1
Treinamento de equipe,Pesquisa,TI,1,479727.61,Média,0,Kanban,Baixo,9,34,2021-12-05,0
Análise de dados financeiros,Marketing,Operações,9,858259.41,Alta,1,Scrum,Baixo,10,15,2022-10-21,0
Análise de dados financeiros,Pesquisa,TI,13,789444.15,Média,1,Agile,Baixo,1,37,2023-08-20,1
Implementação de CRM,Marketing,Operações,32,858683.82,Média,0,Agile,Baixo,7,27,2022-03-05,1
Construção de dashboard de vendas,Marketing,Marketing,28,308359.26,Alta,0,XP,Alto,6,1,2023-06-18,0
Automatização de processos,Pesquisa,TI,31,613788.16,Média,1,Agile,Alto,8,29,2021-05-19,1
Treinamento de equipe,Construção,Operações,8,319086.61,Média,1,XP,Médio,2,8,2023-07-31,0
Análise de dados financeiros,Construção,Financeiro,8,153572.0,Média,2,XP,Médio,1,33,2022-06-26,0
Migração de banco de dados,Construção,Marketing,34,699987.86,Baixa,2,Scrum,Baixo,1,7,2021-02-26,1
Integração de sistemas,Software,TI,23,185847.67,Média,0,Scrum,Médio,2,29,2024-06-09,0
Automatização de processos,Marketing,Operações,10,684312.87,Alta,0,XP,Médio,5,31,2022-10-20,0
Pesquisa de satisfação do cliente,Pesquisa,TI,25,665566.09,Baixa,1,Scrum,Médio,7,38,2022-03-11,1
Migração de banco de dados,Construção,Operações,33,819736.02,Alta,2,Kanban,Baixo,9,8,2022-01-19,1
Integração de sistemas,Construção,TI,4,182576.87,Média,2,Waterfall,Médio,4,31,2022-07-14,0
Campanha de marketing digital,Pesquisa,Marketing,7,794306.14,Média,0,Agile,Baixo,9,37,2021-07-13,1
Construção de dashboard de vendas,Marketing,Marketing,33,999312.7,Média,1,Agile,Baixo,3,15,2022-06-18,1
Automatização de processos,Pesquisa,TI,2,858490.33,Média,2,Agile,Médio,6,32,2022-06-02,1
Treinamento de equipe,Software,TI,32,764221.47,Alta,2,Agile,Baixo,9,26,2022-12-17,1
Desenvolvimento de aplicativo móvel,Software,RH,5,679057.09,Média,0,Kanban,Médio,1,11,2023-01-21,0
Integração de sistemas,Pesquisa,TI,17,450692.41,Alta,1,Kanban,Médio,4,23,2021-07-04,0
Pesquisa de satisfação do cliente,Marketing,TI,12,743975.16,Média,1,Waterfall,Baixo,5,34,2021-10-19,1
Análise de dados financeiros,Construção,Marketing,12,737969.13,Média,0,XP,Alto,6,33,2024-09-20,1
Desenvolvimento de aplicativo móvel,Software,TI,35,649923.37,Alta,1,Scrum,Alto,8,17,2023-01-02,0
Migração de banco de dados,Software,Financeiro,21,806464.46,Baixa,0,Waterfall,Baixo,2,33,2021-04-26,1
Construção de dashboard de vendas,Marketing,TI,21,476325.69,Média,2,Agile,Médio,6,2,2023-04-05,0
Treinamento de equipe,Software,RH,2,165190.08,Baixa,2,Scrum,Baixo,7,4,2023-12-09,0
Desenvolvimento de aplicativo móvel,Software,Operações,21,581114.34,Alta,2,Waterfall,Médio,6,12,2022-11-16,0
Pesquisa de satisfação do cliente,Marketing,Marketing,15,301791.35,Média,1,Agile,Alto,4,29,2021-03-23,0
Integração de sistemas,Pesquisa,Financeiro,11,415211.44,Alta,0,Waterfall,Baixo,6,39,2023-04-14,0
Treinamento de equipe,Construção,Operações,10,66544.16,Alta,1,Agile,Médio,4,19,2021-11-29,0
Campanha de marketing digital,Construção,Financeiro,18,413651.06,Baixa,1,Agile,Alto,9,2,2022-07-11,0
Análise de dados financeiros,Software,Marketing,23,818361.05,Baixa,1,Kanban,Baixo,1,7,2021-12-01,1
Construção de dashboard de vendas,Construção,RH,31,565586.25,Média,1,Agile,Baixo,9,22,2022-06-16,1
Desenvolvimento de aplicativo móvel,Pesquisa,Marketing,26,59310.5,Média,1,Waterfall,Baixo,4,11,2021-08-09,0
Construção de dashboard de vendas,Software,Financeiro,2,496351.63,Baixa,1,Scrum,Baixo,3,33,2022-09-27,1
Construção de dashboard de vendas,Construção,Financeiro,7,326879.07,Baixa,0,Kanban,Baixo,5,20,2021-11-19,0
Construção de dashboard de vendas,Infraestrutura,Marketing,24,503673.12,Média,1,Scrum,Baixo,3,5,2021-01-03,0
Integração de sistemas,Infraestrutura,TI,32,434458.09,Baixa,1,XP,Baixo,1,4,2021-07-25,1
Construção de dashboard de vendas,Infraestrutura,Marketing,26,935380.26,Alta,2,Scrum,Baixo,8,14,2021-02-09,1
Campanha de marketing digital,Infraestrutura,RH,23,89118.43,Alta,1,XP,Médio,9,3,2021-02-28,0
Migração de banco de dados,Infraestrutura,Marketing,14,699408.61,Média,0,XP,Alto,6,18,2023-08-09,0
Pesquisa de satisfação do cliente,Software,Operações,29,858475.27,Baixa,1,Kanban,Alto,2,27,2022-07-28,1
Treinamento de equipe,Marketing,TI,25,961276.66,Baixa,2,Scrum,Baixo,6,4,2022-10-06,1
Campanha de marketing digital,Marketing,Operações,31,218754.42,Média,0,Agile,Médio,6,3,2023-04-23,0
Treinamento de equipe,Software,Marketing,2,554739.56,Alta,2,Kanban,Alto,6,27,2024-02-20,0
Pesquisa de satisfação do cliente,Software,TI,2,91410.1,Média,1,Kanban,Alto,10,28,2022-09-11,0
Migração de banco de dados,Pesquisa,Operações,23,524224.35,Média,1,Agile,Alto,9,22,2021-04-06,0
Automatização de processos,Marketing,Operações,11,169185.19,Baixa,2,Scrum,Médio,4,29,2024-12-08,0
Treinamento de equipe,Infraestrutura,TI,29,846001.84,Média,1,Kanban,Baixo,2,16,2024-06-12,1
Treinamento de equipe,Software,TI,35,158176.5,Média,1,XP,Baixo,8,35,2023-06-17,0
Migração de banco de dados,Infraestrutura,Financeiro,9,537623.94,Baixa,0,Agile,Médio,6,19,2023-12-22,0
Desenvolvimento de aplicativo móvel,Marketing,TI,32,545041.27,Média,0,Waterfall,Baixo,10,30,2024-07-03,1
Campanha de marketing digital,Construção,Marketing,30,973067.97,Média,1,Kanban,Alto,1,15,2022-07-15,1
Desenvolvimento de aplicativo móvel,Construção,RH,15,672231.66,Média,1,XP,Baixo,6,5,2023-06-24,0
Desenvolvimento de aplicativo móvel,Software,Financeiro,14,323448.28,Média,1,Scrum,Alto,2,31,2021-12-14,0
Desenvolvimento de aplicativo móvel,Pesquisa,TI,17,278759.34,Alta,2,Scrum,Médio,4,31,2022-11-02,0
Construção de dashboard de vendas,Infraestrutura,RH,22,171835.8,Média,1,Agile,Médio,2,9,2024-02-22,0
Análise de dados financeiros,Software,Financeiro,30,768688.99,Média,1,XP,Baixo,4,13,2021-11-13,1
Treinamento de equipe,Pesquisa,Marketing,17,706218.82,Alta,1,Agile,Baixo,7,21,2022-12-20,0
Desenvolvimento de aplicativo móvel,Infraestrutura,RH,16,629383.27,Alta,1,Kanban,Médio,8,31,2023-12-08,0
Campanha de marketing digital,Marketing,TI,8,88798.42,Média,1,Agile,Alto,3,1,2024-12-03,0
Análise de dados financeiros,Construção,TI,31,774687.42,Baixa,1,Waterfall,Alto,1,13,2024-03-05,1
Análise de dados financeiros,Pesquisa,Marketing,12,659793.2,Alta,2,Agile,Baixo,10,34,2024-05-09,0
Desenvolvimento de aplicativo móvel,Infraestrutura,Financeiro,33,965694.42,Baixa,1,Agile,Baixo,1,36,2021-09-07,1
Integração de sistemas,Software,RH,12,607842.02,Alta,1,Kanban,Baixo,10,16,2021-11-10,0
Desenvolvimento de aplicativo móvel,Infraestrutura,Marketing,25,338754.31,Baixa,1,XP,Baixo,7,10,2024-10-23,0
Integração de sistemas,Software,Financeiro,18,412444.52,Alta,0,Waterfall,Alto,1,38,2024-12-23,0
Desenvolvimento de aplicativo móvel,Construção,Operações,19,217048.67,Média,2,Agile,Baixo,3,34,2023-03-18,0
Campanha de marketing digital,Construção,Operações,3,736768.47,Média,1,Kanban,Médio,5,25,2024-08-30,0
Integração de sistemas,Infraestrutura,Financeiro,35,722335.58,Média,1,Kanban,Médio,5,1,2024-10-10,1
Construção de dashboard de vendas,Infraestrutura,TI,5,240617.51,Alta,2,Kanban,Baixo,4,12,2022-04-30,0
Análise de dados financeiros,Software,TI,35,200564.86,Baixa,2,XP,Médio,8,22,2024-05-19,1
Desenvolvimento de aplicativo móvel,Software,Operações,27,123154.69,Baixa,1,Agile,Médio,3,22,2021-02-13,0
Análise de dados financeiros,Pesquisa,TI,21,916376.96,Baixa,2,Scrum,Baixo,8,2,2022-07-25,1
Desenvolvimento de aplicativo móvel,Pesquisa,TI,16,271416.34,Alta,1,Waterfall,Médio,6,8,2022-08-06,0
Treinamento de equipe,Pesquisa,Financeiro,28,376955.35,Média,1,Scrum,Baixo,4,33,2024-01-21,0
Treinamento de equipe,Infraestrutura,Financeiro,25,316479.28,Média,0,XP,Médio,10,5,2024-07-12,0
Implementação de CRM,Pesquisa,TI,33,442943.37,Média,0,Agile,Alto,3,10,2023-06-14,0
Desenvolvimento de aplicativo móvel,Infraestrutura,Financeiro,17,728346.36,Alta,0,Scrum,Médio,10,3,2021-08-08,0
Implementação de CRM,Construção,RH,30,877065.85,Média,1,Scrum,Médio,10,11,2023-07-14,1
